Titel,URL,Date_Info,News_page,Kategorie,author 
Tödliches Unglück in Bayern: Fahrtenschreiber der verunfallten S-Bahnen sichergestellt,https://www.spiegel.de/panorama/s-bahn-unfall-im-landkreis-muenchen-fahrtenschreiber-sichergestellt-a-00eb77b2-d488-4ffd-b85f-66217276364c,15022022_12:00,Spiegel,panorama,
Bundeswehr: Verteidigungsministerin Lambrecht stellt Mali-Einsatz infrage,https://www.spiegel.de/ausland/mali-verteidigungsministerin-christine-lambrecht-stellt-bundeswehreinsatz-infrage-a-ca5e03f7-4898-4212-8df2-d8029323d310,15022022_11:56,Spiegel,ausland,
Olympische Medaillengaranten: Die deutsche Liebe zum Eiskanal,https://www.spiegel.de/sport/olympia/olympia-2022-bob-rodeln-skeleton-warum-die-deutschen-im-eiskanal-so-gut-sind-a-4058c311-37d1-4211-930e-5db22260b445,15022022_11:54,Spiegel,sport,Von Peter Ahrens und Anne Armbrecht
Wegen Coronainfektion: Isabelle Huppert kommt nicht zur Berlinale,https://www.spiegel.de/kultur/kino/berlinale-2022-isabelle-huppert-kommt-nicht-wegen-corona-infektion-a-184ff638-d5ab-44fe-833a-71198a2e8001,15022022_11:52,Spiegel,kultur,
Studie zu Lebenshaltungskosten: Inflation trifft kinderlose Paare besonders,https://www.spiegel.de/wirtschaft/soziales/studie-zu-lebenshaltungskosten-inflation-trifft-kinderlose-paare-besonders-a-a8730f63-870a-413c-b3cf-eb7d25333da3,15022022_11:39,Spiegel,wirtschaft,
"Illegaler Elfenbeinhandel: Wie Stoßzahn-DNA dabei helfen kann, Schmuggelnetzwerke aufzudecken",https://www.spiegel.de/wissenschaft/natur/illegaler-elfenbeinhandel-wie-stosszahn-dna-dabei-helfen-kann-wilderer-und-schmuggelnetzwerke-aufzudecken-a-36480d27-5be8-47f6-8d57-ecdd30a148be,15022022_11:32,Spiegel,wissenschaft,
Mutmaßliche Impfpass-Fälschungen: Polizei durchsucht Arztpraxis und Wohnungen,https://www.spiegel.de/panorama/justiz/koeln-leverkusen-und-erftstadt-polizei-durchsucht-arztpraxis-und-wohnungen-a-2c3ed468-efe0-4f57-b0d6-c9551bbf9387,15022022_11:16,Spiegel,panorama,
NATO's Eastward Expansion: Is Vladimir Putin Right?,https://www.spiegel.de/international/world/nato-s-eastward-expansion-is-vladimir-putin-right-a-bf318d2c-7aeb-4b59-8d5f-1d8c94e1964d,15022022_11:13,Spiegel,international,By Klaus Wiegrefe
Immobilien: In Deutschlands Großstädten wird es für Familien eng,https://www.spiegel.de/wirtschaft/service/wohnen-in-deutschlands-grossstaedten-wird-es-fuer-familien-eng-a-1a89d3a3-d681-47b1-9bf4-82786c5d96b6,15022022_10:59,Spiegel,wirtschaft,Von Henning Jauernig
»Spaziergang« gegen Coronaregeln: Protestierende mit Fackeln ziehen vor Wohnhaus des Oberbürgermeisters,https://www.spiegel.de/politik/deutschland/corona-demonstranten-in-halberstadt-protestierende-mit-fackeln-ziehen-vor-wohnhaus-des-oberbuergermeisters-a-a23e98df-0014-4af7-aec6-07895d75e5d3,15022022_10:57,Spiegel,politik,
Academy Awards 2022: Oscars führen Publikumspreis ein,https://www.spiegel.de/kultur/kino/academy-awards-2022-oscars-fuehren-publikumspreis-ein-a-444f8bde-41cf-4bc3-bd21-453ac436a8bd,15022022_10:48,Spiegel,kultur,
Missbrauchsvorwürfe von Virginia Giuffre: Prinz Andrews Anwälte wollen mutmaßliches Beweisfoto offenbar prüfen lassen,https://www.spiegel.de/panorama/justiz/prinz-andrews-anwaelte-wollen-mutmassliches-beweisfoto-offenbar-pruefen-lassen-a-1987a686-37a3-4af0-9e39-bb6b7ea6e7fa,15022022_10:33,Spiegel,panorama,
Ankündigung des Verteidigungsministeriums: Russland verkündet Abzug erster Einheiten von ukrainischer Grenze,https://www.spiegel.de/ausland/ukraine-russland-zieht-erste-einheiten-von-grenze-ab-a-53fc9072-5b6b-4ef0-a262-2e3672bb640c,15022022_10:30,Spiegel,ausland,
Coronavirus: Wie es jetzt mit Lockerungen und Impfpflicht weitergeht,https://www.spiegel.de/politik/deutschland/coronavirus-wie-es-jetzt-mit-lockerungen-und-impfpflicht-weitergeht-a-087eb95d-b58f-49ea-a5e4-10eb4ea4ac01,15022022_10:17,Spiegel,politik,"Von Florian Gathmann, Severin Weiland, Milena Hassenkamp und Christian Teevs"
NBA: Houston mit Debakel beim Schröder-Debüt,https://www.spiegel.de/sport/basketball/nba-houston-rockets-mit-debakel-beim-debuet-von-dennis-schroeder-a-553b7300-1b84-4669-8028-b207accb358b,15022022_09:47,Spiegel,sport,
Ex-AfD-Chef: EU-Parlament hebt Meuthens Immunität auf,https://www.spiegel.de/politik/deutschland/joerg-meuthen-eu-parlament-stimmt-fuer-immunitaetsentzug-von-ex-afd-chef-a-9145470e-f990-43b6-aab9-e43fd1378232,15022022_09:29,Spiegel,politik,
Olympia 2022: Strafrunde beim letzten Schießen – Deutsche Biathlon-Männer verpassen Bronze,https://www.spiegel.de/sport/olympia/olympia-2022-biathlon-deutsche-staffel-vergibt-bronze-im-letzten-schiessen-a-499f16b8-6ca2-4eac-b836-89d5ee339bcd,15022022_09:27,Spiegel,sport,
SPIEGEL TV vom 14.02.2022: Im Zweifel gegen den Angeklagten: Rätselhafter Doppelmord,https://www.spiegel.de/panorama/justiz/spiegel-tv-vom-14-02-2022-im-zweifel-gegen-den-angeklagten-raetselhafter-doppelmord-a-a00e3af3-1ea3-4414-8447-0bf87095233b,15022022_09:20,Spiegel,panorama,
Mecklenburg-Vorpommern: Schwesig macht Pause wegen Operation,https://www.spiegel.de/politik/deutschland/manuela-schwesig-regierungschefin-von-mecklenburg-vorpommern-macht-pause-wegen-operation-a-122f0217-8536-41d2-a310-c2b2fc349950,15022022_09:17,Spiegel,politik,
Mögliches Steuersparmodell: Elon Musk spendete Tesla-Aktien im Wert von Milliarden,https://www.spiegel.de/wirtschaft/unternehmen/elon-musk-spendete-tesla-aktien-im-wert-von-5-7-milliarden-dollar-a-80531e48-ddab-44f8-9c8d-fd9e4a59b04e,15022022_08:58,Spiegel,wirtschaft,
Pressestimmen zum Fall Walijewa: »Thomas Bach hat diese Demütigung verdient«,https://www.spiegel.de/sport/olympia/olympia-2022-pressestimmen-zu-kamila-walijewa-thomas-bach-hat-diese-demuetigung-verdient-a-8dcaf1e4-ddba-4e79-b01a-de6cf7e4c62b,15022022_08:43,Spiegel,sport,
Frühere Facebook-Funktion: Texas klagt wegen Gesichtserkennung gegen Meta,https://www.spiegel.de/netzwelt/web/facebook-funktion-texas-klagt-wegen-gesichtserkennung-gegen-meta-a-17e1a2d4-e674-4c45-81f6-4b0a606a2c69,15022022_08:36,Spiegel,netzwelt,
Frankfurter Lobbyist: Banken-Darling Daniel Wruck unter Geldwäscheverdacht,https://www.spiegel.de/wirtschaft/daniel-wruck-unter-geldwaescheverdacht-a-cc9802cc-792a-4475-ad7f-c0b60a5fafdc,15022022_08:34,Spiegel,wirtschaft,Von Tim Bartz und Jörg Diehl
Dopingfall von Eiskunstläuferin Walijewa: Opas Medizin soll schuld sein,https://www.spiegel.de/sport/olympia/olympia-2022-kamila-walijewa-opas-medizin-soll-schuld-sein-a-30237e12-d271-4566-89f8-0ba339aefe9f,15022022_08:30,Spiegel,sport,
Vorfall mit Machete: Auseinandersetzung in Ulm – zwei Männer festgenommen,https://www.spiegel.de/panorama/justiz/ulm-zwei-maenner-nach-auseinandersetzung-festgenommen-a-b3e12572-8730-4bce-9cc2-73bb66f05020,15022022_08:22,Spiegel,panorama,
Äußerungen in Talkshow: Schwesig fordert Unterlassungserklärung von Hamburgs CDU-Chef,https://www.spiegel.de/politik/deutschland/ukrainekrise-manuela-schwesig-fordert-unterlassungserklaerung-von-hamburgs-cdu-chef-christoph-ploss-a-35a7fb2f-8ded-4f79-bc8e-42a19697c341,15022022_08:08,Spiegel,politik,
"Tennisstar äußert sich erstmals zum Melbourne-Eklat: Djoković will keine Grand-Slam-Turniere spielen, wenn er dafür geimpft sein muss",https://www.spiegel.de/sport/tennis/novak-djokovic-will-keine-turniere-spielen-die-impfung-voraussetzen-a-530ec3cf-d4c1-4a5f-8d38-2efde57e7998,15022022_07:56,Spiegel,sport,
Tag elf bei Olympia: Was in der Nacht geschah – und was der Tag noch bringt,https://www.spiegel.de/sport/olympia/olympia-am-15-02-tag-elf-bei-den-winterspielen-in-peking-a-2c4df390-458a-4c40-805a-b604f19b1fe6,15022022_07:34,Spiegel,sport,
Olympische Winterspiele: Medaillentraum geplatzt – deutsches Eishockeyteam vorzeitig ausgeschieden,https://www.spiegel.de/sport/olympia/olympia-2022-medaillentraum-geplatzt-eishockeyteam-ist-vorzeitig-ausgeschieden-a-ba2bbfa8-d798-4899-b45f-38313187f935,15022022_07:32,Spiegel,sport,
Aufruhr im Flugzeug: Crewmitglied haut Gast Kaffeekanne auf den Kopf,https://www.spiegel.de/panorama/justiz/kansas-city-crew-mitglied-haut-fluggast-mit-kaffeekanne-auf-den-kopf-a-7a80fe38-68a6-4c9c-b390-0cf724fe9a9a,15022022_07:16,Spiegel,panorama,
Kriegsgefahr in Osteuropa: Schmieden Putin und Biden doch noch einen Deal – auf Kiews Kosten?,https://www.spiegel.de/ausland/ukrainekonflikt-schmieden-putin-und-biden-doch-noch-einen-deal-a-ef0e9ea9-0484-4f2a-83f8-7441403df08b,15022022_06:34,Spiegel,ausland,"Von Roland Nelles, Washington"
Nord Stream 2: Das Märchen von der unpolitischen Pipeline,https://www.spiegel.de/politik/deutschland/nord-stream-2-die-geschichte-der-umstrittenen-pipeline-podcast-a-bde14b70-c413-42ad-b73f-4e99eee3fd4e,15022022_06:00,Spiegel,politik,Von Christoph Schult und Yasemin Yüksel
Die Lage am Morgen: Einmarsch oder großer Bluff?,https://www.spiegel.de/politik/deutschland/news-olaf-scholz-wladimir-putin-ukraine-frank-walter-steinmeier-lettland-a-9e39d58e-0089-401b-996a-a065a556c4d9,15022022_05:39,Spiegel,politik,
Skispringen bei den Winterspielen: Geiger wehrt sich gegen Vorwürfe – Anzug »an keiner einzigen Stelle zu groß«,https://www.spiegel.de/sport/olympia/olympia-2022-skispringen-karl-geiger-weist-vorwuerfe-wegen-angeblich-zu-grossem-anzug-zurueck-a-5263189d-e593-498a-873d-9e215d06ff9a,15022022_04:58,Spiegel,sport,
Zahlen des RKI: Coronainzidenz sinkt den dritten Tag in Folge,https://www.spiegel.de/wissenschaft/medizin/corona-krise-sieben-tage-inzidenz-sinkt-laut-rki-den-dritten-tag-in-folge-a-78fc6b01-f7f8-4151-81db-f380bd5ac300,15022022_04:58,Spiegel,wissenschaft,
News zur Krise in Osteuropa am Dienstag: Scholz weist Putins »Genozid«-Äußerung zurück,https://www.spiegel.de/ausland/ukraine-konflikt-ukrainischer-botschafter-fordert-von-olaf-scholz-hartes-ultimatum-an-wladimir-putin-a-46e12b8c-2201-4aad-b412-e462e94eae9b,15022022_04:34,Spiegel,ausland,
Autogramm: Dacia Jogger: Billiger wird's nicht,https://www.spiegel.de/auto/fahrberichte/dacia-jogger-im-test-billiger-wird-s-nicht-a-74933b7b-341f-4644-b3c9-f2317ae5a6d2,15022022_04:33,Spiegel,auto,Von Thomas Geiger
+++ Olympia-Update +++: Biathlet Lesser nimmt »von den Olympischen Spielen genau gar nichts mit«,https://www.spiegel.de/sport/olympia/olympia-2022-eiskunstlauf-kamila-waljewa-fuehlt-keine-emotionen-mehr-a-1bfd25ec-e4e5-43d5-aae5-be32a4c9a2a4,15022022_03:18,Spiegel,sport,
Naomi Campbell mit Baby auf »Vogue«-Cover: »Sie ist nicht adoptiert«,https://www.spiegel.de/panorama/leute/naomi-campbell-mit-baby-auf-vogue-cover-sie-ist-nicht-adoptiert-a-5d24390e-bf52-4881-a97d-d3d29dbe0eaf,15022022_02:30,Spiegel,panorama,
Imperium des Ex-US-Präsidenten: Trumps Wirtschaftsprüfer widerrufen Abschlüsse – und beenden Zusammenarbeit,https://www.spiegel.de/ausland/donald-trump-wirtschaftspruefer-widerrufen-abschluesse-und-beenden-zusammenarbeit-a-5e59827d-e98b-40cf-a4b2-bdbcaaa2e95a,15022022_02:19,Spiegel,ausland,
Rätsel um Macheteneinsatz: Auseinandersetzung in Ulm – drei Verletzte,https://www.spiegel.de/panorama/justiz/ulm-drei-verletzte-nach-auseinandersetzung-kam-eine-machete-zum-einsatz-a-56ef6335-d67e-4f14-975d-639c99eead42,15022022_01:23,Spiegel,panorama,
Abwanderung aus der Türkei: Erdoğan rennen die Ärzte weg,https://www.spiegel.de/ausland/tuerkei-recep-tayyip-erdogan-rennen-die-aerzte-weg-a-dcdd1a01-3837-4956-a0a1-6ba4a6509652,15022022_00:07,Spiegel,ausland,Von Anna-Sophie Schneider
Schrumpfender See: Ist der Great Salt Lake noch zu retten?,https://www.spiegel.de/wissenschaft/natur/great-salt-lake-in-utah-usa-ist-der-see-noch-zu-retten-a-4ebda08f-2b5a-459d-adad-f069520e333d,15022022_00:07,Spiegel,wissenschaft,Von Kerstin Kullmann
SPIEGEL-Wirtschaftsmonitor: Die junge Generation zweifelt an der Marktwirtschaft,https://www.spiegel.de/wirtschaft/soziales/kapitalismus-die-junge-generation-zweifelt-an-der-marktwirtschaft-spiegel-umfrage-a-701a2d88-be6c-486f-b1a8-3f463d9ecbf8,15022022_00:05,Spiegel,wirtschaft,Von Florian Diekmann
Offenbar Opfergabe: Sechs Kindermumien bei Lima gefunden,https://www.spiegel.de/wissenschaft/mensch/peru-sechs-mumifizierte-kinderleichen-bei-lima-gefunden-a-90f3bf81-700f-4cc9-acd4-81545aba3c5b,14022022_23:39,Spiegel,wissenschaft,
Proteste gegen Coronamaßnahmen: Trudeau will Blockaden von Truckern per Notstandsgesetz beenden,https://www.spiegel.de/ausland/justin-trudeau-will-blockaden-von-coronamassnahmen-gegnern-per-notstandsgesetz-beenden-a-51a681de-280a-4528-8ddb-399886eb36fb,14022022_23:33,Spiegel,ausland,
"S-Bahnunglück in Bayern: »Es ist schockierend, was da für Kräfte wirken«",https://www.spiegel.de/panorama/landkreis-muenchen-ein-toter-und-mehrere-verletzte-bei-kollision-zweier-s-bahnen-a-59960924-77f9-4482-9314-a94e8fbf8c3c,14022022_23:08,Spiegel,panorama,"Von Tobias Lill, München"
Russischer Truppenaufmarsch: Biden und Johnson sehen noch »Zeitfenster für die Diplomatie«,https://www.spiegel.de/ausland/russland-joe-biden-und-boris-johnson-sehen-noch-zeitfenster-fuer-die-diplomatie-a-a8205130-0f21-4914-a96e-3134b6813b05,14022022_23:03,Spiegel,ausland,
Tourismus im All: US-Milliardär Isaacman plant drei weitere Weltraumflüge mit SpaceX,https://www.spiegel.de/wissenschaft/weltall/weltraumtourismus-us-milliardaer-jared-isaacman-plant-drei-weitere-weltraumfluege-mit-spacex-a-54e5feb8-ca67-44ce-adae-28dba7f6872f,14022022_22:21,Spiegel,wissenschaft,
»Alle stehen eigentlich Gewehr bei Fuß«: Habeck prognostiziert Wasserstoffboom,https://www.spiegel.de/politik/deutschland/robert-habeck-prognostiziert-wasserstoff-boom-a-16fdbf5e-af2f-4bbe-a50e-d3bfa87eb4a1,14022022_21:55,Spiegel,politik,
"Reportage aus Charkiw, Ostukraine: Auf der anderen Seite steht Russlands Armee",https://www.spiegel.de/ausland/ukraine-warum-der-charkiwer-buergermeister-panik-mehr-fuerchtet-als-panzer-a-881a330e-662f-4dbb-976b-9fe3f72aca56,14022022_21:22,Spiegel,ausland,Aus Charkiw berichtet Lina Verschwele
Reaktion auf Warnung der USA vor Invasion: Ukraine erklärt kommenden Mittwoch zum Nationalfeiertag,https://www.spiegel.de/ausland/ukraine-erklaert-kommenden-mittwoch-zum-nationalfeiertag-nach-warnung-der-usa-vor-einem-angriff-a-7a4af775-c55d-4979-a574-2686f00623c2,14022022_21:03,Spiegel,ausland,
Kampf gegen Inflation: Lagarde könnte Leitzins anheben – aber nicht sofort,https://www.spiegel.de/wirtschaft/inflation-christine-lagarde-koennte-leitzins-anheben-aber-nicht-sofort-a-45e68b31-8af9-4a9d-a463-c3841491a0ed,14022022_20:47,Spiegel,wirtschaft,
Krise in Osteuropa: USA verlegen Botschaftsgeschäfte von Kiew nach Lemberg,https://www.spiegel.de/ausland/ukraine-usa-verlegen-botschaftsgeschaefte-von-kiew-nach-lemberg-a-924d62fc-b44a-4ab6-98b1-be3dc78cecd8,14022022_20:41,Spiegel,ausland,
"Finnish President Niinistö on Putin and the Ukraine Conflict: ""Suddenly, He Started To Behave in a Very, Very Decisive Way""",https://www.spiegel.de/international/world/finnish-president-sauli-niinistoe-on-putin-and-the-ukraine-conflict-a-bb9281d3-2cc6-49a1-87eb-199569991c79,14022022_20:40,Spiegel,international,Interview Conducted by Christian Esch und Christoph Scheuermann
Erster Trailer zu »Ringe der Macht«: Ins Streaming zu treiben und ewig zu binden,https://www.spiegel.de/kultur/tv/der-herr-der-ringe-die-ringe-der-macht-erster-trailer-zur-serie-kreatives-fracking-a-cee79851-527c-4665-a803-8f0ac87aa86e,14022022_20:16,Spiegel,kultur,Von Arno Frank
Putin und die Olympia-Welt: »Manöver hinter den Kulissen«,https://www.spiegel.de/sport/olympia-2022-das-ioc-und-wladimir-putin-manoever-hinter-den-kulissen-a-4d5e4239-bc85-4fd2-9730-febadfc86c82,14022022_20:06,Spiegel,sport,Von Jens Weinreich
Kanzler Scholz in der Ukraine: »Niemand sollte an der Entschlossenheit Deutschlands zweifeln«,https://www.spiegel.de/politik/deutschland/olaf-scholz-in-der-ukraine-niemand-sollte-an-der-entschlossenheit-deutschlands-zweifeln-a-c2c3c87b-4a92-4a11-a03e-7c9171d86652,14022022_19:48,Spiegel,politik,Aus Kiew berichten Melanie Amann und Christian Esch
Analyse nach Kritik an Bildungsministerin Karin Prien: Wie viele Kinder sterben wegen Corona?,https://www.spiegel.de/wissenschaft/medizin/coronavirus-wie-viele-kinder-sterben-an-oder-mit-corona-a-f163ee6a-0da1-4496-a279-d9d56e47b1a3,14022022_19:34,Spiegel,wissenschaft,Von Viola Kiel
Norddeutsche Wohnungsunternehmen: Wohnungsverband empfiehlt Klagen wegen Habecks KfW-Förderstopp,https://www.spiegel.de/wirtschaft/foerderstopp-beim-wohnungsbau-verband-empfiehlt-klagen-a-879754b5-7111-4337-82ec-f1085d86353b,14022022_19:04,Spiegel,wirtschaft,
Doping bei Olympia in Peking: Hände weg von den Kindern!,https://www.spiegel.de/sport/olympia-2022-kamila-walijewa-haende-weg-von-den-kindern-a-7870c6fd-ecfe-4bef-ba74-f7cf3e05f0a0,14022022_18:57,Spiegel,sport,
Eiskunstläuferin Walijewa: Es geht um so viel mehr als nur Doping,https://www.spiegel.de/sport/olympia/olympia-2022-kamila-walijewa-es-geht-um-viel-mehr-als-nur-doping-a-afd55716-3b6e-4526-bec8-7603239db5c2,14022022_18:55,Spiegel,sport,Von Anne Armbrecht
"Müllproblem im Senegal: Sonne, Strand und Plastik",https://www.spiegel.de/ausland/muell-im-senegal-wie-ein-globales-abkommen-die-plastikflut-bekaempfen-soll-a-a88ff2fd-753e-4cc6-9124-11b307ee0daa,14022022_18:46,Spiegel,ausland,Aus dem Senegal berichten Heiner Hoffmann und Ricci Shryock
Auf eingleisiger Strecke: Mindestens ein Toter bei S-Bahn-Kollision bei München,https://www.spiegel.de/panorama/unfall-mindestens-ein-toter-bei-s-bahn-kollision-bei-muenchen-a-ca6549d1-a024-48ab-bcf5-943f1b6a2496,14022022_18:26,Spiegel,panorama,
Die Kraft nerviger Popsongs: Mit »Mandy« gegen Impfgegner,https://www.spiegel.de/kultur/musik/neuseeland-spielt-macarena-um-protestierende-zu-vertreiben-mit-mandy-gegen-impfgegner-a-764a6a34-9c38-4ea3-bed8-246b0a8dceed,14022022_18:20,Spiegel,kultur,
Münsteraner Komplex: Deutscher in Österreich wegen sexuellen Missbrauchs verurteilt – zehn Jahre Haft,https://www.spiegel.de/panorama/justiz/sexueller-missbrauch-deutscher-in-oesterreich-zu-zehn-jahren-haft-verurteilt-a-c9c927ba-fcc9-41b0-874d-ae888f0bdc81,14022022_18:17,Spiegel,panorama,
Urteil in München: Mann erwürgt Ehefrau – neun Jahre Gefängnis,https://www.spiegel.de/panorama/justiz/muenchen-mann-erwuergt-ehefrau-neun-jahre-haft-a-9f956343-ac92-4a77-8863-d035dd67b72f,14022022_18:06,Spiegel,panorama,
Impfpflicht-Debatte im Bundestag: Union lässt SPD-Fraktionschef Rolf Mützenich abblitzen,https://www.spiegel.de/politik/deutschland/cdu-politiker-thorsten-frei-laesst-spd-fraktionschef-rolf-muetzenich-in-impfpflicht-debatte-abblitzen-a-491fedd8-838c-4ade-8fb2-a1440600345d,14022022_17:54,Spiegel,politik,
Bedrohung durch Russland: Ukrainische Airline bringt Flugzeuge außer Landes,https://www.spiegel.de/wirtschaft/ukraine-airline-bringt-flugzeuge-ausser-landes-wegen-bedrohung-durch-russland-a-53c07742-8c32-4135-9848-6a1b3994d923,14022022_17:37,Spiegel,wirtschaft,
Die Lage am Abend: Brachte Olaf Scholz außer Helmen noch Heftpflaster mit?,https://www.spiegel.de/politik/deutschland/news-des-tages-olympische-spiele-in-peking-kamila-walijewa-olaf-scholz-in-kiew-corona-lockerungen-a-6796f60f-fe8b-403c-acbe-b05d87f52ddc,14022022_17:34,Spiegel,politik,
Aufmarsch nahe der ukrainischen Grenze: Wo Russland seine Truppen stationiert hat,https://www.spiegel.de/ausland/russland-aufmarsch-an-der-ukrainischen-grenze-wo-moskau-seine-truppen-stationiert-a-2b1d4e2a-dd76-4b1f-982c-0a22b490f2e8,14022022_17:30,Spiegel,ausland,Von Alexander Sarovic und Anna-Lena Kornfeld
Vor Treffen von Bund und Ländern: FDP fordert Ende aller Coronamaßnahmen am 20. März,https://www.spiegel.de/politik/deutschland/corona-fdp-fordert-ende-aller-massnahmen-am-20-maerz-a-7cddb4a8-320f-4edc-aefa-260763bfb0d7,14022022_17:28,Spiegel,politik,
Wissenschaftler korrigiert Vorhersage: Objekt auf Kollisionskurs mit dem Mond stammt wohl doch nicht von SpaceX,https://www.spiegel.de/wissenschaft/weltall/objekt-auf-kollisionskurs-mit-dem-mond-stammt-wohl-doch-nicht-von-space-x-a-f40360db-9289-4ff8-b873-b5812262852d,14022022_17:07,Spiegel,wissenschaft,
Ecstasy in Restaurant-Champagner: »Der Vertriebsweg wird genau ausgeleuchtet«,https://www.spiegel.de/panorama/justiz/weiden-oberpfalz-drogen-im-champagner-was-ueber-den-fall-bekannt-ist-a-40a9a9a6-a2f8-45f8-8523-d9569ad7c91c,14022022_17:01,Spiegel,panorama,
Nato-Truppenverstärkung: Bundeswehrsoldaten landen in Litauen,https://www.spiegel.de/ausland/ukraine-krise-bundeswehrsoldaten-landen-in-litauen-a-9727a5c2-74ac-4fba-a43e-ae56661e94b7,14022022_16:45,Spiegel,ausland,
Smartphone-Shopping: Warum gebrauchte iPhones die bessere Wahl sein können,https://www.spiegel.de/netzwelt/gadgets/iphone-kaufen-warum-refurbished-geraete-die-bessere-wahl-sein-koennen-a-8accab7a-848b-4d0a-93c8-d0e5e0bec15f,14022022_16:44,Spiegel,netzwelt,
"Winterspiele in Sapporo vor 50 Jahren: Der Olympiasieger, Heino und der Kaiser",https://www.spiegel.de/sport/olympia/olympische-winterspiele-in-sapporo-1972-erhard-kellers-asiatischer-traum-a-9240a98a-e7cd-43a2-9645-44a035233506,14022022_16:22,Spiegel,sport,Von Peter Ahrens
»Unrühmliches Jubiläum«: Mann fliegt nach fast 40 Jahren mit gefälschtem Führerschein auf,https://www.spiegel.de/panorama/justiz/osnabrueck-mann-fliegt-nach-40-jahren-mit-gefaelschtem-fuehrerschein-auf-a-71110a46-aa74-43d2-9e79-7d9a9927079e,14022022_16:01,Spiegel,panorama,
Manipulierte Suchergebnisse: Ex-Amazon-Mitarbeiter zu zehn Monaten Haft verurteilt,https://www.spiegel.de/netzwelt/web/amazon-ex-mitarbeiter-muss-wegen-manipulation-zehn-monate-in-haft-a-98283d47-8a2d-442b-b3c8-8b3d0c03670c,14022022_15:59,Spiegel,netzwelt,
Bedrohung der Ukraine: Russische Streitkräfte halten Manöver im Schwarzen Meer ab,https://www.spiegel.de/ausland/ukraine-konflikt-streitkraefte-aus-russland-halten-manoever-im-schwarzen-meer-ab-a-e4817c01-0456-48bf-86f4-50716921fd33,14022022_15:49,Spiegel,ausland,
Olympische Spiele: Das war Tag zehn in Peking,https://www.spiegel.de/sport/olympia/olympia-2022-das-war-tag-zehn-in-peking-a-4a11172a-9563-45a4-a4f5-709b63c6fa2b,14022022_15:38,Spiegel,sport,
Gespräche in Kiew: Scholz verspricht der Ukraine 150 Millionen Euro,https://www.spiegel.de/ausland/olaf-scholz-verspricht-der-ukraine-150-millionen-euro-a-2398184a-611f-4b99-a8fb-caf72bdfea6a,14022022_15:33,Spiegel,ausland,
Sicherheitskrise in Osteuropa: Lawrow empfiehlt Putin weitere Verhandlungen mit dem Westen,https://www.spiegel.de/ausland/sergej-lawrow-empfiehlt-wladimir-putin-fortsetzung-der-verhandlungen-mit-dem-westen-a-777d030c-6992-4f4b-9858-8bbe7f16ce53,14022022_15:31,Spiegel,ausland,
Baerbock macht Greenpeace-Chefin zur Staatssekretärin: Motive sind Luxus,https://www.spiegel.de/politik/deutschland/annalena-baerbock-macht-greenpeace-chefin-zur-staatssekretaerin-motive-sind-luxus-kolumne-a-0b5f0d23-776b-4623-b730-b9c5b6dd1934,14022022_15:27,Spiegel,politik,
Aufhebung der Coronamaßnahmen: Sind wir bereit für mehr Eigenverantwortung?,https://www.spiegel.de/psychologie/aufhebung-der-corona-massnahmen-sind-wir-bereit-fuer-mehr-eigenverantwortung-a-820d2a0d-e62e-422c-933f-598cbad263a5,14022022_15:18,Spiegel,psychologie,
Monobob-Goldgewinnerin Humphries: Sie wurde gedemütigt und rausgeworfen – jetzt ist sie Olympiasiegerin,https://www.spiegel.de/sport/olympia/olympia-2022-kaillie-humphries-sie-wurde-gedemuetigt-und-rausgeworfen-jetzt-ist-sie-olympiasiegerin-a-b3da9c62-d86b-44ac-bbef-2cc00d32ddb2,14022022_15:13,Spiegel,sport,Aus Peking berichtet Marcus Krämer
Konflikt mit Russland: Warum sich die Ukraine Panzerabwehrwaffen der Bundeswehr wünscht,https://www.spiegel.de/wissenschaft/technik/ukraine-konflikt-warum-sich-die-ukraine-panzerabwehrwaffen-der-bundeswehr-wuenscht-a-2841e747-80b1-48cc-b5b4-6c7e73e63a30,14022022_15:04,Spiegel,wissenschaft,Von Jörg Römer
Proteste gegen Coronamaßnahmen: Demonstranten wollten zu Winfried Kretschmanns Wohnhaus vordringen,https://www.spiegel.de/politik/deutschland/winfried-kretschmann-demonstranten-in-baden-wuerttemberg-wollten-zu-wohnhaus-vordringen-a-87f0962e-7128-4029-97b1-aab034f9db46,14022022_14:56,Spiegel,politik,
Grüne Außenministerin: Baerbock will für Dienstreisen verstärkt Linienflüge nutzen,https://www.spiegel.de/politik/deutschland/annalena-baerbock-will-fuer-dienstreisen-verstaerkt-linienfluege-nutzen-a-348cbbd5-af18-4d57-9351-00bb972cb6d0,14022022_14:28,Spiegel,politik,
Olympische Spiele: Im letzten Durchgang – deutsches Team springt zu Bronze,https://www.spiegel.de/sport/olympia/olympia-2022-team-skispringen-deutsches-team-springt-zu-bronze-a-1b1b0ecb-42aa-4c77-93fe-06be382c0c9c,14022022_14:09,Spiegel,sport,
Verdacht auf Aktienmanipulation: LKA-Ermittler beschlagnahmen Millionenvermögen,https://www.spiegel.de/wirtschaft/verdacht-auf-aktienmanipulation-lka-ermittler-beschlagnahmen-millionen-vermoegen-a-28643a10-f00c-4c33-9c88-bafc59a42269,14022022_14:06,Spiegel,wirtschaft,
